"Respondent_ID","Age","Gender","Favorite_Pony","Fan_Segment","Annual_Spend_USD","Country"
"RESP_0960",38,"Other","Starlight Glimmer","Child/Parent Collection",144.92,"Japan"
"RESP_0593",5,"Female","Starlight Glimmer","Child/Parent Collection",148.07,"Canada"
"RESP_0344",30,"Other","Fluttershy","General Public",8.86,"United Kingdom"
"RESP_0294",25,"Female","Derpy Hooves","Brony",117.72,"Germany"
"RESP_0365",18,"Female","Rarity","Casual Fan",9.98,"United Kingdom"
"RESP_0179",22,"Other","Sunset Shimmer","Casual Fan",10.86,"United States of America"
"RESP_0660",16,"Female","Twilight Sparkle","Casual Fan",71.14,"United States of America"
"RESP_0997",12,"Other","Fluttershy","Casual Fan",39.85,"Canada"
"RESP_0015",37,"Female","Rarity","Child/Parent Collection",30.98,"United States of America"
"RESP_1111",29,"Male","Applejack","Casual Fan",28.95,"United Kingdom"
"RESP_0166",45,"Female","Derpy Hooves","Child/Parent Collection",160.34,"United States of America"
"RESP_1443",21,"Female","Pinkie Pie","Brony",245.51,"Germany"
"RESP_0060",26,"Male","Sunset Shimmer","Brony",322.96,"Canada"
"RESP_0710",7,"Other","Rainbow Dash","Casual Fan",44.8,"Japan"
"RESP_0677",16,"Male","Derpy Hooves","Casual Fan",28.99,"Australia"
"RESP_0781",22,"Other","Applejack","Brony",66.19,"Japan"
"RESP_0425",21,"Male","Starlight Glimmer","Brony",170.21,"United Kingdom"
"RESP_0293",19,"Female","Fluttershy","Brony",88.13,"Canada"
"RESP_1066",44,"Female","Princess Celestia","Child/Parent Collection",108.46,"United States of America"
"RESP_0330",19,"Male","Princess Celestia","Brony",201.42,"United Kingdom"
"RESP_0430",33,"Male","Princess Celestia","Child/Parent Collection",98.2,"Japan"
"RESP_0080",7,"Other","Applejack","General Public",11.01,"United States of America"
"RESP_1053",24,"Male","Princess Luna","Brony",199.47,"Other"
"RESP_0938",27,"Other","Rainbow Dash","General Public",50.34,"United Kingdom"
"RESP_0835",14,"Male","Trixie Lulamoon","General Public",12.52,"United States of America"
"RESP_0750",11,"Female","Rarity","Casual Fan",11.61,"Canada"
"RESP_0891",12,"Other","Trixie Lulamoon","Casual Fan",17.1,"Japan"
"RESP_1329",15,"Other","Princess Celestia","Casual Fan",34.63,"United Kingdom"
"RESP_1109",11,"Other","Discord","General Public",29.52,"Australia"
"RESP_0137",6,"Other","Spike","Child/Parent Collection",58.82,"Canada"
"RESP_1136",15,"Male","Trixie Lulamoon","Brony",272.29,"United Kingdom"
"RESP_0853",20,"Other","Trixie Lulamoon","Casual Fan",31.99,"United Kingdom"
"RESP_1203",33,"Female","Fluttershy","General Public",51.99,"Japan"
"RESP_0724",4,"Male","Big McIntosh","General Public",42.04,"United Kingdom"
"RESP_0860",10,"Female","Spike","Casual Fan",19.41,"United Kingdom"
"RESP_0970",6,"Female","Princess Luna","Child/Parent Collection",58.19,"Japan"
"RESP_0497",12,"Other","Twilight Sparkle","General Public",28.5892441860465,"United States of America"
"RESP_0951",25,"Female","Spike","Casual Fan",32.62,"United Kingdom"
"RESP_0806",27,"Female","Starlight Glimmer","Casual Fan",29.4868361581921,"Germany"
"RESP_0130",26,"Other","Sunset Shimmer","Brony",132.54,"Germany"
"RESP_0338",19,"Other","Twilight Sparkle","Brony",155.13,"Canada"
"RESP_0196",32,"Other","Fluttershy","Child/Parent Collection",44.37,"Japan"
"RESP_0608",26,"Other","Spike","Casual Fan",10.22,"United States of America"
"RESP_0910",23,"Other","Big McIntosh","Brony",135.22,"Canada"
"RESP_0585",27,"Other","Rarity","Brony",372.87,"Germany"
"RESP_0104",16,"Other","Spike","General Public",20.68,"United Kingdom"
"RESP_1434",28,"Other","Rarity","General Public",22.06,"United Kingdom"
"RESP_0720",23,"Other","Rainbow Dash","General Public",39.46,"Germany"
"RESP_0885",7,"Other","Discord","Child/Parent Collection",76.07,"United Kingdom"
"RESP_0777",25,"Female","Sunset Shimmer","Brony",184.38,"United Kingdom"
"RESP_0850",13,"Other","Starlight Glimmer","Brony",88.68,"Germany"
"RESP_0895",23,"Other","Discord","Casual Fan",15.52,"Japan"
"RESP_1445",25,"Other","Rarity","Brony",251.76,"Australia"
"RESP_0127",6,"Other","Rainbow Dash","Child/Parent Collection",144.35,"United States of America"
"RESP_0406",36,"Female","Trixie Lulamoon","Casual Fan",52.25,"Australia"
"RESP_0776",26,"Other","Trixie Lulamoon","General Public",38.11,"Germany"
"RESP_0822",23,"Other","Princess Celestia","Brony",167.6,"United States of America"
"RESP_0712",27,"Other","Discord","General Public",27.91,"Canada"
"RESP_1449",19,"Other","Pinkie Pie","General Public",17.2,"Japan"
"RESP_1061",11,"Male","Spike","Child/Parent Collection",219.81,"United Kingdom"
"RESP_1164",4,"Male","Discord","General Public",11.77,"United Kingdom"
"RESP_0304",32,"Other","Twilight Sparkle","Child/Parent Collection",94.330547112462,"Australia"
"RESP_0546",21,"Male","Spike","General Public",35.01,"Germany"
"RESP_0897",27,"Female","Pinkie Pie","General Public",44.01,"United States of America"
"RESP_1223",42,"Other","Sunset Shimmer","Child/Parent Collection",5.38,"United Kingdom"
"RESP_0917",16,"Other","Princess Luna","Brony",192.76,"Japan"
"RESP_0676",12,"Other","Fluttershy","Child/Parent Collection",120.03,"United Kingdom"
"RESP_0815",17,"Other","Princess Luna","General Public",32.76,"Germany"
"RESP_0343",33,"Other","Discord","Child/Parent Collection",44.49,"Germany"
"RESP_0550",30,"Male","Applejack","Casual Fan",56.2,"United States of America"
"RESP_1215",23,"Male","Princess Luna","Brony",179.06,"United Kingdom"
"RESP_0967",7,"Male","Trixie Lulamoon","Child/Parent Collection",129.93,"United Kingdom"
"RESP_1231",24,"Other","Sunset Shimmer","General Public",6,"Japan"
"RESP_0296",11,"Other","Rainbow Dash","Child/Parent Collection",21.17,"Australia"
"RESP_0696",26,"Male","Discord","General Public",20.53,"Germany"
"RESP_0074",41,"Male","Big McIntosh","Casual Fan",10.6,"United Kingdom"
"RESP_0606",19,"Female","Derpy Hooves","Casual Fan",77.42,"Germany"
"RESP_0105",12,"Other","Trixie Lulamoon","Child/Parent Collection",211.22,"United States of America"
"RESP_0646",26,"Other","Rainbow Dash","Casual Fan",89.99,"United States of America"
"RESP_1041",45,"Other","Sunset Shimmer","Child/Parent Collection",118.1,"Other"
"RESP_1020",13,"Male","Applejack","Casual Fan",13.48,"United States of America"
"RESP_0092",5,"Male","Sunset Shimmer","General Public",32.58,"Japan"
"RESP_1113",5,"Other","Big McIntosh","Child/Parent Collection",101.73,"United Kingdom"
"RESP_1346",6,"Female","Big McIntosh","General Public",27.39,"United States of America"
"RESP_0909",21,"Female","Twilight Sparkle","General Public",60.25,"Australia"
"RESP_0103",43,"Male","Princess Celestia","Child/Parent Collection",26.26,"Other"
"RESP_0239",13,"Other","Spike","Casual Fan",7.81,"United Kingdom"
"RESP_1309",15,"Male","Pinkie Pie","Casual Fan",4.52,"Canada"
"RESP_0943",24,"Other","Spike","Casual Fan",22.93,"United Kingdom"
"RESP_1271",35,"Female","Trixie Lulamoon","Child/Parent Collection",81.22,"United Kingdom"
"RESP_0939",22,"Other","Applejack","General Public",21.06,"Germany"
"RESP_0006",35,"Other","Applejack","Child/Parent Collection",127.03,"United Kingdom"
"RESP_1394",17,"Male","Sunset Shimmer","General Public",34.79,"Japan"
"RESP_0966",23,"Male","Trixie Lulamoon","Brony",143.09,"Australia"
"RESP_0019",42,"Male","Pinkie Pie","Child/Parent Collection",59.49,"Japan"
"RESP_0122",5,"Female","Fluttershy","Child/Parent Collection",182.74,"United Kingdom"
"RESP_0662",5,"Female","Rainbow Dash","Child/Parent Collection",94.330547112462,"United Kingdom"
"RESP_1297",21,"Other","Big McIntosh","Brony",173.54,"United States of America"
"RESP_0275",34,"Other","Fluttershy","Child/Parent Collection",40.11,"United States of America"
"RESP_0812",34,"Other","Rainbow Dash","Child/Parent Collection",59.79,"Germany"
"RESP_1435",10,"Female","Spike","General Public",25.48,"Australia"
"RESP_1450",19,"Female","Applejack","Brony",62.99,"Japan"
"RESP_0182",13,"Other","Sunset Shimmer","General Public",15.66,"Canada"
"RESP_0185",14,"Female","Applejack","Casual Fan",29.38,"Germany"
"RESP_0407",19,"Male","Starlight Glimmer","General Public",4.84,"United Kingdom"
"RESP_0866",17,"Female","Starlight Glimmer","General Public",14.44,"Other"
"RESP_0521",37,"Male","Trixie Lulamoon","Child/Parent Collection",52.32,"United States of America"
"RESP_1004",29,"Female","Applejack","Brony",166.77,"United Kingdom"
"RESP_0428",20,"Other","Derpy Hooves","Brony",187.47,"United States of America"
"RESP_0079",8,"Female","Princess Luna","Child/Parent Collection",45.27,"United Kingdom"
"RESP_1010",9,"Other","Discord","General Public",5.96,"Australia"
"RESP_1367",22,"Other","Trixie Lulamoon","General Public",91.51,"Canada"
"RESP_1235",17,"Female","Derpy Hooves","Brony",274.95,"Japan"
"RESP_1400",12,"Male","Trixie Lulamoon","General Public",19.89,"United Kingdom"
"RESP_1058",28,"Male","Sunset Shimmer","Brony",238.27,"Germany"
"RESP_1092",4,"Other","Trixie Lulamoon","Child/Parent Collection",20.72,"Japan"
"RESP_1102",20,"Female","Rarity","Brony",218.09,"Canada"
"RESP_1236",5,"Male","Princess Celestia","Child/Parent Collection",207.28,"Canada"
"RESP_1353",28,"Female","Princess Luna","Casual Fan",44.35,"Japan"
"RESP_0959",22,"Female","Sunset Shimmer","Brony",138.09,"Canada"
"RESP_0560",11,"Other","Applejack","Casual Fan",2.98,"United Kingdom"
"RESP_0847",23,"Male","Applejack","Brony",205.679818181818,"United Kingdom"
"RESP_0691",25,"Other","Princess Celestia","Casual Fan",121.51,"United States of America"
"RESP_1433",9,"Female","Pinkie Pie","General Public",7.74,"Australia"
"RESP_0437",21,"Other","Pinkie Pie","General Public",32.75,"Germany"
"RESP_0491",26,"Female","Sunset Shimmer","Brony",216.74,"Canada"
"RESP_1411",20,"Male","Sunset Shimmer","Brony",141.98,"Canada"
"RESP_0809",21,"Male","Princess Celestia","Brony",174.87,"United States of America"
"RESP_1185",21,"Female","Applejack","Brony",126.8,"United States of America"
"RESP_0012",17,"Other","Trixie Lulamoon","General Public",9.98,"Australia"
"RESP_0145",21,"Other","Rainbow Dash","Casual Fan",25.24,"United Kingdom"
"RESP_0918",14,"Male","Derpy Hooves","General Public",9.89,"United Kingdom"
"RESP_0640",16,"Female","Rarity","General Public",58.92,"Australia"
"RESP_0177",23,"Other","Trixie Lulamoon","Casual Fan",24.37,"Japan"
"RESP_0995",11,"Other","Starlight Glimmer","Casual Fan",26.7,"Germany"
"RESP_0441",33,"Female","Sunset Shimmer","Casual Fan",31.33,"Japan"
"RESP_0522",22,"Other","Twilight Sparkle","Casual Fan",12.57,"Germany"
"RESP_1005",30,"Other","Applejack","Brony",125.72,"United Kingdom"
"RESP_1256",18,"Female","Discord","Brony",203.09,"Australia"
"RESP_0144",38,"Other","Rarity","Child/Parent Collection",61.91,"United States of America"
"RESP_0754",33,"Female","Fluttershy","Child/Parent Collection",92.3,"Canada"
"RESP_0520",24,"Other","Trixie Lulamoon","General Public",3.82,"United States of America"
"RESP_1323",14,"Other","Starlight Glimmer","General Public",17.98,"United Kingdom"
"RESP_0823",18,"Other","Starlight Glimmer","Brony",262.39,"United States of America"
"RESP_0613",15,"Other","Big McIntosh","Casual Fan",24.73,"Germany"
"RESP_0157",31,"Other","Princess Luna","Casual Fan",55.5,"United States of America"
"RESP_0540",31,"Female","Big McIntosh","Brony",120.82,"United Kingdom"
"RESP_1291",15,"Other","Twilight Sparkle","General Public",12.03,"United States of America"
"RESP_0462",13,"Male","Spike","Casual Fan",10.37,"United States of America"
"RESP_0577",29,"Male","Spike","Brony",152.46,"Germany"
"RESP_0256",17,"Female","Big McIntosh","Brony",234.97,"United States of America"
"RESP_0980",42,"Other","Pinkie Pie","Child/Parent Collection",30.07,"United Kingdom"
"RESP_1186",28,"Other","Trixie Lulamoon","Brony",321.37,"United States of America"
"RESP_1007",27,"Male","Twilight Sparkle","Casual Fan",15,"United States of America"
"RESP_0561",24,"Other","Big McIntosh","Casual Fan",27.97,"Japan"
"RESP_0209",14,"Other","Big McIntosh","Casual Fan",37.76,"Japan"
"RESP_0911",18,"Other","Princess Luna","Casual Fan",30.58,"Germany"
"RESP_1312",28,"Other","Fluttershy","Brony",68.27,"Germany"
"RESP_0002",11,"Male","Pinkie Pie","Casual Fan",31.7,"United States of America"
"RESP_0270",19,"Other","Trixie Lulamoon","Brony",130.54,"Germany"
"RESP_0266",21,"Male","Princess Celestia","Brony",174.01,"United States of America"
"RESP_0915",7,"Male","Fluttershy","Child/Parent Collection",99.9,"United States of America"
"RESP_0231",4,"Other","Trixie Lulamoon","Child/Parent Collection",89.24,"United Kingdom"
"RESP_1120",19,"Other","Trixie Lulamoon","Casual Fan",8.09,"Japan"
"RESP_1067",34,"Female","Applejack","Child/Parent Collection",164.51,"United Kingdom"
"RESP_0874",32,"Male","Discord","Brony",81.5,"Canada"
"RESP_1377",22,"Female","Starlight Glimmer","Brony",54.18,"Japan"
"RESP_0399",19,"Male","Derpy Hooves","General Public",93.66,"United Kingdom"
"RESP_1403",30,"Other","Big McIntosh","General Public",42.91,"Canada"
"RESP_0046",23,"Male","Starlight Glimmer","General Public",20.31,"United Kingdom"
"RESP_0992",23,"Other","Fluttershy","Casual Fan",5.15,"Australia"
"RESP_0728",21,"Female","Spike","Brony",339.94,"Canada"
"RESP_0289",27,"Male","Spike","Brony",112.67,"Japan"
"RESP_1060",29,"Other","Princess Celestia","Casual Fan",55.23,"United States of America"
"RESP_1500",21,"Female","Derpy Hooves","Casual Fan",20.63,"United States of America"
"RESP_0576",35,"Other","Applejack","Child/Parent Collection",42.65,"Canada"
"RESP_0851",12,"Other","Rarity","Child/Parent Collection",94.330547112462,"Japan"
"RESP_1340",16,"Female","Sunset Shimmer","Casual Fan",13.39,"United States of America"
"RESP_0912",38,"Male","Sunset Shimmer","Child/Parent Collection",14.08,"Germany"
"RESP_1255",35,"Other","Princess Luna","General Public",15.85,"Australia"
"RESP_1396",12,"Other","Big McIntosh","Child/Parent Collection",125.4,"Canada"
"RESP_0933",4,"Other","Spike","Child/Parent Collection",75.98,"Germany"
"RESP_1101",6,"Male","Sunset Shimmer","Casual Fan",29.4868361581921,"Japan"
"RESP_1208",22,"Other","Rainbow Dash","General Public",12,"Australia"
"RESP_0248",22,"Female","Fluttershy","Brony",503.19,"United Kingdom"
"RESP_0477",42,"Other","Applejack","Child/Parent Collection",55.57,"Canada"
"RESP_0086",18,"Other","Derpy Hooves","Brony",214.23,"Australia"
"RESP_0470",24,"Male","Applejack","General Public",15.38,"United Kingdom"
"RESP_0226",10,"Female","Twilight Sparkle","Child/Parent Collection",63.99,"Canada"
"RESP_0332",14,"Female","Sunset Shimmer","Casual Fan",16.06,"Australia"
"RESP_0234",30,"Male","Princess Luna","Brony",223.61,"United States of America"
"RESP_0589",23,"Female","Discord","Brony",133.31,"United Kingdom"
"RESP_0476",14,"Male","Starlight Glimmer","Casual Fan",43.99,"United Kingdom"
"RESP_0600",21,"Female","Rainbow Dash","Brony",401.46,"Australia"
"RESP_0422",11,"Other","Sunset Shimmer","Child/Parent Collection",94.330547112462,"United Kingdom"
"RESP_0183",19,"Other","Trixie Lulamoon","General Public",9.83,"United Kingdom"
"RESP_0989",20,"Female","Trixie Lulamoon","General Public",5.55,"Australia"
"RESP_1001",19,"Male","Pinkie Pie","Brony",343.92,"Germany"
"RESP_1357",7,"Other","Spike","General Public",35.99,"United States of America"
"RESP_0050",12,"Other","Discord","Casual Fan",63.28,"United States of America"
"RESP_1470",10,"Other","Rarity","Child/Parent Collection",107.89,"United Kingdom"
"RESP_1030",32,"Female","Rarity","Casual Fan",53.19,"Japan"
"RESP_0530",29,"Other","Rarity","Casual Fan",35.97,"Canada"
"RESP_1259",25,"Other","Princess Luna","Casual Fan",20.64,"United Kingdom"
"RESP_0487",28,"Male","Big McIntosh","General Public",37.72,"United Kingdom"
"RESP_1498",15,"Other","Discord","Brony",221.59,"Australia"
"RESP_0498",14,"Female","Trixie Lulamoon","Casual Fan",57.39,"Germany"
"RESP_0107",19,"Male","Rarity","Casual Fan",71.81,"Germany"
"RESP_0444",24,"Male","Princess Celestia","Brony",340.17,"Japan"
"RESP_0647",11,"Male","Rarity","General Public",28.9,"Canada"
"RESP_1037",14,"Male","Trixie Lulamoon","Casual Fan",38.05,"United States of America"
"RESP_0727",10,"Male","Derpy Hooves","Casual Fan",47.36,"United States of America"
"RESP_0191",44,"Other","Princess Luna","General Public",53.55,"United Kingdom"
"RESP_0283",33,"Male","Starlight Glimmer","Brony",250.99,"Germany"
"RESP_0030",46,"Female","Rarity","Casual Fan",11.08,"United States of America"
"RESP_1002",27,"Female","Rainbow Dash","Brony",316.18,"Japan"
"RESP_1205",23,"Female","Starlight Glimmer","Casual Fan",3.46,"United States of America"
"RESP_0101",31,"Male","Discord","Brony",223.89,"United States of America"
"RESP_0198",24,"Female","Starlight Glimmer","Casual Fan",18.21,"United States of America"
"RESP_0648",42,"Other","Trixie Lulamoon","Child/Parent Collection",92.41,"Canada"
"RESP_0988",19,"Male","Big McIntosh","Brony",97.67,"Canada"
"RESP_0045",23,"Male","Rarity","Brony",490.67,"United Kingdom"
"RESP_0711",22,"Other","Spike","Brony",80.66,"Germany"
"RESP_0374",41,"Female","Applejack","Child/Parent Collection",104.71,"United Kingdom"
"RESP_0679",6,"Female","Twilight Sparkle","Child/Parent Collection",131.91,"United Kingdom"
"RESP_0567",4,"Other","Pinkie Pie","Child/Parent Collection",97.07,"Japan"
"RESP_0848",8,"Other","Rarity","Child/Parent Collection",91.52,"United States of America"
"RESP_0461",13,"Female","Starlight Glimmer","Casual Fan",19.95,"Japan"
"RESP_1156",29,"Other","Fluttershy","Brony",122.67,"Australia"
"RESP_0040",3,"Male","Spike","General Public",32.31,"Japan"
"RESP_0435",9,"Other","Princess Luna","Child/Parent Collection",52.17,"Australia"
"RESP_0974",25,"Other","Trixie Lulamoon","Brony",283.45,"United States of America"
"RESP_1240",41,"Other","Pinkie Pie","Child/Parent Collection",103.39,"United States of America"
"RESP_1008",45,"Other","Sunset Shimmer","Child/Parent Collection",90.8,"Japan"
"RESP_0261",5,"Other","Rarity","Child/Parent Collection",78.41,"United States of America"
"RESP_0036",29,"Male","Rarity","Brony",202.25,"United States of America"
"RESP_0828",25,"Female","Fluttershy","Casual Fan",38.3,"Australia"
"RESP_0310",25,"Other","Fluttershy","Brony",205.19,"United Kingdom"
"RESP_0277",15,"Male","Starlight Glimmer","Casual Fan",51.31,"United Kingdom"
"RESP_0637",30,"Other","Derpy Hooves","Casual Fan",15.53,"Canada"
"RESP_0655",21,"Male","Big McIntosh","Brony",63.56,"Australia"
"RESP_0623",17,"Other","Fluttershy","Casual Fan",28.07,"Canada"
"RESP_0845",19,"Female","Sunset Shimmer","General Public",9.28,"United States of America"
"RESP_0394",10,"Other","Twilight Sparkle","Child/Parent Collection",85.74,"United Kingdom"
"RESP_0108",8,"Male","Rainbow Dash","Casual Fan",22.59,"Germany"
"RESP_0350",23,"Other","Derpy Hooves","Brony",133.2,"Germany"
"RESP_0525",8,"Other","Starlight Glimmer","Child/Parent Collection",69.99,"Canada"
"RESP_0048",17,"Female","Rainbow Dash","Brony",261.13,"United Kingdom"
"RESP_0204",3,"Other","Princess Luna","Casual Fan",40.74,"Canada"
"RESP_0022",26,"Other","Starlight Glimmer","Brony",205.679818181818,"Japan"
"RESP_0403",17,"Other","Princess Luna","General Public",4.61,"United Kingdom"
"RESP_1108",23,"Other","Rarity","Casual Fan",17.56,"United Kingdom"
"RESP_1155",20,"Other","Discord","General Public",10.11,"United States of America"
"RESP_1440",37,"Other","Big McIntosh","Child/Parent Collection",129.83,"Germany"
"RESP_0990",41,"Other","Twilight Sparkle","Child/Parent Collection",29.71,"Germany"
"RESP_1311",21,"Male","Princess Celestia","Brony",443.21,"Japan"
"RESP_1148",12,"Other","Starlight Glimmer","General Public",76.4,"Japan"
"RESP_0788",23,"Female","Starlight Glimmer","Brony",188.67,"Japan"
"RESP_0924",17,"Other","Big McIntosh","Casual Fan",7.11,"Germany"
"RESP_1044",16,"Other","Big McIntosh","General Public",39.68,"Canada"
"RESP_1482",39,"Other","Rarity","Child/Parent Collection",33.08,"Germany"
"RESP_1244",19,"Female","Derpy Hooves","Brony",242.05,"United Kingdom"
"RESP_0580",18,"Other","Trixie Lulamoon","Casual Fan",25.29,"United Kingdom"
"RESP_0482",18,"Other","Applejack","General Public",57,"Japan"
"RESP_0932",24,"Other","Sunset Shimmer","Brony",192.72,"Germany"
"RESP_0357",19,"Female","Twilight Sparkle","Casual Fan",30.8,"United Kingdom"
"RESP_1249",14,"Male","Derpy Hooves","Casual Fan",41.74,"Australia"
"RESP_0760",34,"Other","Sunset Shimmer","General Public",31.45,"Canada"
"RESP_0093",16,"Female","Applejack","Casual Fan",52.57,"Australia"
"RESP_1176",22,"Other","Pinkie Pie","Casual Fan",85.28,"United States of America"
"RESP_1416",29,"Other","Applejack","General Public",7.7,"Australia"
"RESP_1342",7,"Other","Princess Luna","Child/Parent Collection",213.59,"Canada"
"RESP_1473",10,"Other","Applejack","General Public",7.64,"United States of America"
"RESP_0804",22,"Male","Princess Luna","Brony",415.6,"United Kingdom"
"RESP_0746",6,"Other","Twilight Sparkle","Child/Parent Collection",25.79,"Germany"
"RESP_0280",34,"Other","Applejack","General Public",15.86,"United States of America"
"RESP_0765",14,"Other","Fluttershy","General Public",29.95,"Canada"
"RESP_0605",11,"Female","Discord","Casual Fan",24.01,"United States of America"
"RESP_1374",19,"Other","Fluttershy","General Public",20.84,"Other"
"RESP_1399",26,"Female","Princess Luna","General Public",51.48,"Canada"
"RESP_0401",26,"Other","Trixie Lulamoon","General Public",25.74,"United States of America"
"RESP_0258",20,"Female","Derpy Hooves","Casual Fan",28.19,"Australia"
"RESP_0945",12,"Other","Princess Luna","Child/Parent Collection",39.72,"United States of America"
"RESP_1097",27,"Other","Princess Luna","Brony",163.59,"United States of America"
"RESP_1220",29,"Other","Discord","Brony",164.37,"United States of America"
"RESP_1162",20,"Other","Applejack","General Public",21.11,"Australia"
"RESP_0495",20,"Male","Applejack","Casual Fan",14,"United States of America"
"RESP_0773",20,"Other","Applejack","Brony",281.73,"United Kingdom"
"RESP_0551",19,"Male","Fluttershy","Brony",150.31,"Australia"
"RESP_1487",32,"Male","Pinkie Pie","Casual Fan",44.71,"Canada"
"RESP_0202",16,"Male","Pinkie Pie","Casual Fan",14.73,"United States of America"
"RESP_0313",29,"Other","Princess Luna","Casual Fan",23.47,"Japan"
"RESP_1214",11,"Male","Big McIntosh","Child/Parent Collection",71.39,"United Kingdom"
"RESP_0764",28,"Other","Rarity","Casual Fan",11.24,"Canada"
"RESP_1137",16,"Female","Applejack","General Public",31.98,"Australia"
"RESP_0950",19,"Female","Rarity","General Public",7.4,"Canada"
"RESP_1177",31,"Other","Rainbow Dash","Child/Parent Collection",9.53,"Japan"
"RESP_1350",22,"Other","Fluttershy","Brony",196.37,"Japan"
"RESP_1069",21,"Female","Twilight Sparkle","Casual Fan",8.68,"Japan"
"RESP_0251",11,"Female","Big McIntosh","Brony",95.92,"United Kingdom"
"RESP_0824",10,"Female","Spike","Brony",185.01,"Canada"
"RESP_1100",20,"Other","Trixie Lulamoon","Brony",291.24,"United States of America"
"RESP_0941",13,"Other","Sunset Shimmer","Casual Fan",74.3,"Japan"
"RESP_0392",34,"Other","Sunset Shimmer","General Public",32.59,"United States of America"
"RESP_1457",13,"Other","Princess Luna","Casual Fan",4,"Japan"
"RESP_1192",34,"Male","Pinkie Pie","Child/Parent Collection",118.96,"United States of America"
"RESP_0905",25,"Male","Pinkie Pie","General Public",34.87,"United Kingdom"
"RESP_0731",14,"Other","Twilight Sparkle","Casual Fan",59.72,"Germany"
"RESP_0555",17,"Male","Big McIntosh","General Public",39.6,"Canada"
"RESP_0367",11,"Female","Applejack","Child/Parent Collection",162.91,"Germany"
"RESP_0346",27,"Other","Rainbow Dash","Brony",225.53,"Germany"
"RESP_0536",10,"Female","Applejack","Child/Parent Collection",40.51,"United Kingdom"
"RESP_1423",20,"Female","Rarity","General Public",78.84,"United States of America"
"RESP_1210",12,"Female","Princess Celestia","Child/Parent Collection",191.59,"Other"
"RESP_1373",24,"Other","Derpy Hooves","Brony",498.66,"United Kingdom"
"RESP_0920",13,"Male","Pinkie Pie","Casual Fan",15.99,"United States of America"
"RESP_0212",12,"Other","Spike","General Public",8.79,"United Kingdom"
"RESP_0538",18,"Male","Fluttershy","General Public",8.28,"United States of America"
"RESP_0176",19,"Female","Rarity","General Public",43.81,"Canada"
